,id,opening_hours,city,creation_date,street,email,phone_number,name,revenue,cost_of_goods,cost_of_labor_month,fixed_costs_month,cost_of_labor_total,fixed_costs_total,total_PNL
336,336,12:00-20:00,San Francisco,1/7/19 6:32,Mission St,south_shore_country_club@outlook.com,0497-844548,South Shore Country Club,24296.3,3644.4449999999997,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-20171.10699907348
337,337,12:00-20:00,San Francisco,7/18/17 23:55,Arballo Dr,cincinnati_lodge_of_elks_no_5@yahoo.com,0497-397787,Cincinnati Lodge Of Elks No. 5,39568.1,5935.214999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-7190.076999073477
338,338,08:00-21:00,New York,8/6/17 12:10,E 52nd St,old_prague_restaurant@mail.com,0496-342584,Old Prague Restaurant,35335.1,5300.264999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-10788.12699907348
339,339,08:00-21:00,San Francisco,5/7/17 8:47,Tapia Dr,medical_society_of_the_state_of_new_york@outlook.com,0497-233506,Medical Society Of The State Of New York,30517.399999999998,4577.61,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-14883.171999073482
340,340,08:00-21:00,San Francisco,12/15/17 12:08,Battery Blaney Rd - Golden Gate National Recreation Area,celtic_club@yahoo.com,0498-001127,Celtic Club,37891.4,5683.71,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-8615.271999073477
341,341,12:00-20:00,San Francisco,5/13/17 22:45,Alma St,lafayette_hotel@yahoo.com,0494-673468,Lafayette Hotel,31017.7,4652.655,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-14457.916999073477
342,342,08:00-21:00,New York,5/10/17 0:08,W 94th St,hotel_cecil@gmail.com,0499-726854,Hotel Cecil,33794.9,5069.235,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-12097.296999073478
343,343,12:00-20:00,San Francisco,4/5/17 4:59,Lassen Alley,"[the_waldorf_astoria_hotel_(new_york,_ny)]@yahoo.com",0495-004404,"[The Waldorf Astoria Hotel (New York, N.Y.)]",55451.2,8317.679999999998,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,6310.558000926525
344,344,08:00-21:00,San Francisco,8/5/18 19:51,Chenery St,club_venus@gmail.com,0499-058417,Club Venus,29829.2,4474.38,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-15468.141999073483
345,345,12:00-20:00,San Francisco,8/9/17 19:03,21st St,hong_kong_restaurant@mail.com,0499-499869,Hong Kong Restaurant,16551.0,2482.65,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-26754.61199907348
346,346,12:00-20:00,San Francisco,4/6/17 21:39,Christmas Tree Point Rd,the_spalding@yahoo.com,0496-025089,The Spalding,19298.1,2894.7149999999997,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-24419.576999073477
347,347,12:00-20:00,San Francisco,6/18/18 8:52,Joost Ave,police_department_of_the_city_of_new_york@hotmail.com,0496-870962,Police Department Of The City Of New York,28805.0,4320.75,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-16338.71199907348
348,348,12:00-20:00,San Francisco,9/2/17 10:21,Amatury Loop - Golden Gate National Recreation Area,incorporated_institute_of_accountants@inbox.com,0497-335529,Incorporated Institute Of Accountants,58230.7,8734.605,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,8673.133000926522
349,349,08:00-21:00,New York,6/6/17 5:35,E 118th St,mexican_american_ss_co@aol.com,0494-061867,Mexican American S.S. Co.,41139.1,6170.865,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-5854.726999073486
350,350,08:00-21:00,San Francisco,8/31/17 6:42,Farragut Ave,rms_parthia@yahoo.com,0495-104482,R.M.S. Parthia,34423.6,5163.54,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-11562.901999073481
351,351,08:00-21:00,San Francisco,6/19/17 23:50,Melba Ave,"norfolk_and_western_railway,_southern_railway_system@hotmail.com",0494-616661,"Norfolk And Western Railway, Southern Railway System",32519.3,4877.8949999999995,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-13181.556999073484
352,352,12:00-20:00,New York,12/11/18 7:18,Freedom Pl,nippon_yusen_kaisha___ss_kobe_maru@outlook.com,0494-112445,Nippon Yusen Kaisha   S.S. Kobe Maru,23855.3,3578.2949999999996,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-20545.956999073478
353,353,12:00-20:00,San Francisco,3/3/19 0:42,18th St,tzu_hai_pin_cantonese_restaurant@outlook.com,0494-371649,Tzu Hai Pin Cantonese Restaurant,33184.8,4977.72,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-12615.881999073477
354,354,08:00-21:00,San Francisco,5/16/17 1:17,King St,the_essex_hotel_the_colonnades@outlook.com,0496-311243,The Essex Hotel The Colonnades,27343.2,4101.48,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-17581.241999073474
355,355,12:00-20:00,San Francisco,9/23/17 4:16,Rosenkranz St,university_of_catania@inbox.com,0494-463757,University Of Catania,49624.7,7443.704999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,1358.0330009265163
356,356,12:00-20:00,New York,6/11/17 7:23,Bank St,mr_smfelton@yahoo.com,0495-955929,Mr. S.M.Felton,28627.399999999998,4294.11,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-16489.671999073482
357,357,08:00-21:00,San Francisco,4/7/17 13:08,Moscow St,chula_vista@yahoo.com,0497-768114,Chula Vista,14281.6,2142.24,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-28683.601999073486
358,358,12:00-20:00,San Francisco,5/18/17 20:22,Diaz Ave,the_french_village@gmail.com,0497-268817,The French Village,13527.2,2029.08,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-29324.84199907348
359,359,08:00-21:00,San Francisco,12/11/17 5:50,Augusta St,poodle_duck_club@gmail.com,0497-687415,Poodle Duck Club,26486.199999999997,3972.9299999999994,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-18309.691999073482
360,360,08:00-21:00,New York,6/13/18 22:49,E 4th St,girard_college@gmail.com,0495-994770,Girard College,13694.2,2054.13,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-29182.891999073483
361,361,12:00-20:00,New York,9/27/17 1:47,2nd Pl,north_carolina_society_of_new_york@hotmail.com,0498-182365,North Carolina Society Of New York,21617.8,3242.6699999999996,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-22447.831999073478
362,362,08:00-21:00,San Francisco,4/10/17 15:26,37th Ave,old_poodle_dog_restaurant@inbox.com,0497-207420,Old Poodle Dog Restaurant,21433.600000000002,3215.0400000000004,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-22604.401999073478
363,363,08:00-21:00,New York,9/10/17 0:18,Joe Dimaggio Hwy,the_buffalo_orpheus@outlook.com,0496-736045,The Buffalo Orpheus,13321.4,1998.2099999999998,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-29499.771999073477
364,364,12:00-20:00,San Francisco,8/21/17 18:32,Bret Harte Terrace,st_martins_lodge_no2455@mail.com,0495-278202,St. Martins Lodge No.2455,25982.2,3897.33,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-18738.09199907348
365,365,08:00-21:00,New York,5/30/17 21:40,E 52nd St,broadway_tabernacle_church@hotmail.com,0497-404394,Broadway Tabernacle Church,19762.5,2964.375,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-24024.83699907348
366,366,08:00-21:00,New York,3/18/18 4:50,W 125th St,little_china@outlook.com,0494-435750,Little China,12332.9,1849.935,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-30339.996999073475
367,367,12:00-20:00,New York,7/1/17 6:22,S Street Viaduct,mayer@inbox.com,0495-219710,Mayer,13198.3,1979.745,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-29604.406999073475
368,368,12:00-20:00,New York,9/28/18 2:06,Minetta St,tsuruya@inbox.com,0499-748143,Tsuruya,15622.400000000001,2343.36,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-27543.92199907348
369,369,08:00-21:00,San Francisco,8/27/17 14:53,Himmelmann Pl,the_lambs@mail.com,0499-722010,The Lambs,35969.9,5395.485,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-10248.546999073478
370,370,08:00-21:00,San Francisco,7/14/17 22:16,Lulu Alley,oceanic_steamship_company___ventura@aol.com,0498-620530,Oceanic Steamship Company   Ventura,30183.8,4527.57,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-15166.73199907348
371,371,12:00-20:00,New York,1/18/18 2:59,E 113th St,clinton_b_fisk_prohibition_club@inbox.com,0499-321497,Clinton B. Fisk Prohibition Club,19954.5,2993.1749999999997,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-23861.636999073482
372,372,08:00-21:00,New York,5/4/17 19:26,E 34th St,sherrys@outlook.com,0494-019956,Sherrys,16321.300000000001,2448.195,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-26949.856999073476
373,373,12:00-20:00,San Francisco,4/30/17 18:54,Glen Ct,sons_of_delaware@hotmail.com,0499-679840,Sons Of Delaware,23441.399999999998,3516.2099999999996,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-20897.77199907348
374,374,12:00-20:00,San Francisco,5/17/17 16:49,Clipper Cove Way,essex_house_at_the_colonnades@yahoo.com,0496-262728,Essex House At The Colonnades,25627.0,3844.0499999999997,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-19040.011999073482
375,375,12:00-20:00,San Francisco,6/14/17 10:45,Islais St,chicken_ranch@aol.com,0498-127118,Chicken Ranch,13031.5,1954.725,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-29746.186999073478
376,376,08:00-21:00,New York,7/2/17 8:48,W 144th St,dewitt_clinton_council_no22_r&s_m@gmail.com,0495-500960,Dewitt Clinton Council No.22 R&S M,19340.7,2901.105,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-24383.366999073474
377,377,08:00-21:00,New York,4/22/17 1:13,W Broadway,societe_nationale_de_poudres_et_explosifs@yahoo.com,0498-576501,Societe Nationale De Poudres Et Explosifs,34082.1,5112.315,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-11853.176999073483
378,378,08:00-21:00,San Francisco,2/23/18 1:07,Crook St - Golden Gate National Recreation Area,regal@aol.com,0499-711644,Regal,13254.199999999999,1988.1299999999997,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-29556.891999073487
379,379,08:00-21:00,New York,8/13/17 20:18,Chambers St,warrant_officers_of_the_us_north_atlantic_squadron@hotmail.com,0499-282218,Warrant Officers Of The U.S. North Atlantic Squadron,17478.4,2621.76,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-25966.321999073472
380,380,08:00-21:00,New York,12/28/17 7:26,E 88th St,south_shore_country_club@yahoo.com,0498-612246,South Shore Country Club,13730.699999999999,2059.6049999999996,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-29151.866999073478
381,381,12:00-20:00,San Francisco,4/13/17 2:39,Central Ave,hotel_st_george@inbox.com,0497-692057,Hotel St. George,13030.0,1954.5,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-29747.46199907348
382,382,12:00-20:00,New York,5/31/17 8:42,Park Pl,the_concord@yahoo.com,0498-089105,The Concord,17278.8,2591.8199999999997,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-26135.98199907348
383,383,08:00-21:00,San Francisco,10/30/18 13:27,Donahue St,donahues_lunch@outlook.com,0494-639488,Donahues Lunch,14746.5,2211.975,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-28288.436999073478
384,384,12:00-20:00,New York,1/5/19 6:23,W 107th St,king_solomons_grill@inbox.com,0498-050087,King Solomons Grill,14685.8,2202.87,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-28340.031999073475
385,385,08:00-21:00,New York,4/3/17 14:06,E 84th St,billiard_pool_and_bowling_tournament@gmail.com,0499-071595,Billiard Pool And Bowling Tournament,14678.1,2201.715,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-28346.576999073477
386,386,08:00-21:00,New York,9/5/18 16:47,Chatham Square,chews_cafe@mail.com,0499-718466,Chews Cafe,13386.3,2007.9449999999997,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-29444.60699907348
387,387,08:00-21:00,San Francisco,6/5/17 5:37,Mcrae Ln - Golden Gate National Recreation Area,taj@gmail.com,0496-945579,Taj,13778.5,2066.775,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-29111.23699907348
388,388,12:00-20:00,New York,6/16/17 11:58,Morningside Dr,rubinstein_club@gmail.com,0495-178975,Rubinstein Club,13159.2,1973.88,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-29637.641999073483
389,389,08:00-21:00,San Francisco,4/12/18 0:38,San Felipe Ave,battle_creek_sanitarium@yahoo.com,0495-457335,Battle Creek Sanitarium,20084.399999999998,3012.6599999999994,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-23751.221999073485
390,390,08:00-21:00,San Francisco,6/20/17 9:43,Harper St,hotel_new_weston@yahoo.com,0495-938854,Hotel New Weston,7484.099999999999,1122.6149999999998,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-34461.476999073486
391,391,12:00-20:00,New York,9/12/17 16:04,W 82nd St,providence_art_club@mail.com,0498-391969,Providence Art Club,8578.4,1286.76,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-33531.32199907347
392,392,12:00-20:00,New York,10/25/18 20:51,Harlem River Dr,societa_la_piemontese@inbox.com,0495-910657,Societa La Piemontese,10471.8,1570.7699999999998,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-31921.931999073484
393,393,08:00-21:00,New York,12/5/18 14:44,Albany St,pabst@hotmail.com,0496-275105,Pabst,13492.9,2023.935,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-29353.996999073475
394,394,12:00-20:00,San Francisco,9/2/17 17:42,Hiliritas Ave,town_hall@mail.com,0496-434000,Town Hall,9253.0,1387.95,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-32957.911999073476
395,395,12:00-20:00,New York,12/28/17 5:42,Queens Midtown Tunnel,dr_h_g_sherman@inbox.com,0497-068717,Dr. H. G. Sherman,12432.3,1864.8449999999998,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-30255.50699907348
396,396,08:00-21:00,San Francisco,5/7/17 23:14,Minnesota St,geneva_society_international_society_of_hotel_employees@outlook.com,0494-817642,Geneva Society International Society Of Hotel Employees,11072.7,1660.905,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-31411.166999073477
397,397,08:00-21:00,New York,5/15/17 9:47,Dyer Ave,canadian_pacific_railway_co___ss_alberta@aol.com,0495-668133,Canadian Pacific Railway Co.   S.S. Alberta,9234.3,1385.1449999999998,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-32973.80699907348
398,398,12:00-20:00,San Francisco,11/5/17 5:15,El Polin Loop - Golden Gate National Recreation Area,hotel_statler@mail.com,0494-441699,Hotel Statler,24699.3,3704.8949999999995,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-19828.556999073484
399,399,12:00-20:00,New York,4/21/17 1:55,Barrow St,iturbide_restaurant@outlook.com,0499-616306,Iturbide Restaurant,11306.1,1695.915,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-31212.77699907348
400,400,08:00-21:00,New York,7/8/17 9:19,Thompson St,norge_hotel@inbox.com,0495-617859,Norge Hotel,5636.4,845.4599999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-36032.02199907348
401,401,08:00-21:00,San Francisco,3/26/19 15:08,Freeman Ct,mitre_hotel@outlook.com,0499-584187,Mitre Hotel,7722.3,1158.345,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-34259.00699907348
402,402,12:00-20:00,San Francisco,7/28/17 18:54,Blanche St,the_guaranty_club@gmail.com,0498-243008,The Guaranty Club,7149.0,1072.35,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-34746.31199907348
403,403,08:00-21:00,New York,8/30/17 4:19,Convent Ave,hotel_ingleside_motel@aol.com,0498-763590,Hotel Ingleside Motel,8427.1,1264.065,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-33659.92699907348
404,404,08:00-21:00,San Francisco,2/13/19 10:05,Clementina St,waltons_old_homestead_oyster_and_chop_house@hotmail.com,0495-034310,Waltons Old Homestead Oyster And Chop House,6628.500000000001,994.2750000000001,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-35188.73699907348
405,405,08:00-21:00,San Francisco,8/10/18 0:34,Auburn St,louisville_&_nashville_railroaad___the_pullman_co@mail.com,0497-666392,Louisville & Nashville Railroaad   The Pullman Co.,10216.0,1532.3999999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-32139.36199907348
406,406,08:00-21:00,San Francisco,9/17/17 3:11,Yerba Buena Dr,barkers_restaurant_and_lunch_room@aol.com,0496-818071,Barkers Restaurant and Lunch Room,5903.7,885.555,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-35804.81699907348
407,407,08:00-21:00,San Francisco,8/18/17 15:07,Drake St,brooklyn_daily_eagle_staff@mail.com,0495-413294,Brooklyn Daily Eagle Staff,7377.200000000001,1106.5800000000002,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-34552.341999073484
408,408,12:00-20:00,San Francisco,5/7/17 23:03,Jason Ct,saratogy_racing_association@outlook.com,0494-179301,Saratogy Racing Association,4468.3,670.245,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-37024.90699907347
409,409,08:00-21:00,San Francisco,7/10/17 11:42,Folsom St,florida_postmasters_association@gmail.com,0499-468400,Florida Postmasters Association,4878.9,731.8349999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-36675.89699907348
410,410,12:00-20:00,San Francisco,6/2/17 23:17,Cosmo Pl,hardware_and_metal_trades@mail.com,0497-381236,Hardware And Metal Trades,10187.4,1528.11,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-32163.67199907348
411,411,08:00-21:00,New York,4/14/17 1:04,W 163rd St,junket_club@gmail.com,0497-162179,Junket Club,7506.0,1125.8999999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-34442.86199907348
412,412,08:00-21:00,New York,10/22/17 23:32,E 132nd St,metlife_building@yahoo.com,0499-503020,MetLife Building,5958.0,893.6999999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-35758.661999073476
413,413,12:00-20:00,New York,8/31/17 8:29,E 81st St,town_and_country@mail.com,0496-293959,Town And Country,7513.4,1127.01,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-34436.57199907347
414,414,08:00-21:00,San Francisco,8/15/17 2:20,C St,brevoort_house@aol.com,0498-994926,Brevoort House,5320.0,798.0,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-36300.96199907348
415,415,12:00-20:00,New York,2/18/19 7:11,Duke Ellington Blvd,le_vert_galant@hotmail.com,0494-695923,Le Vert Galant,4336.3,650.445,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-37137.106999073476
416,416,12:00-20:00,New York,4/9/17 2:10,Cherry St,del_coronada_hotel@yahoo.com,0499-572241,Del Coronada Hotel,3981.2,597.18,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-37438.94199907348
417,417,12:00-20:00,New York,6/8/17 13:23,Cliff St,leones@yahoo.com,0495-793323,Leones,3842.8,576.42,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-37556.581999073474
418,418,08:00-21:00,San Francisco,2/7/18 3:44,Freelon St,penn_stroud_hotel@mail.com,0498-638390,Penn Stroud Hotel,1308.2,196.23,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-39710.99199907348
419,419,12:00-20:00,San Francisco,6/10/17 1:07,Belvedere St,dramaten_restaurangen@inbox.com,0494-988561,Dramaten Restaurangen,1034.1000000000001,155.115,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-39943.976999073486
420,420,08:00-21:00,New York,7/2/17 19:11,W 143rd St,the_radisson_hotels@inbox.com,0494-801377,The Radisson Hotels,1926.2,288.93,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-39185.69199907348
421,421,08:00-21:00,New York,1/11/18 22:36,Reade St,west_side_club@inbox.com,0495-442023,West Side Club,828.2,124.23,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-40118.99199907348
422,422,08:00-21:00,New York,5/15/18 4:06,Washington Square W,kemms_cafe_and_restaurant@inbox.com,0495-953773,Kemms Cafe and Restaurant,1118.6,167.79,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-39872.15199907348
423,423,12:00-20:00,San Francisco,4/24/17 1:04,Loyola Terrace,national_association_of_photo_engravers@mail.com,0497-606847,National Association Of Photo Engravers,622.7,93.405,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-40293.66699907348
424,424,12:00-20:00,New York,6/14/17 11:14,W 60th St,hotel_worthy@aol.com,0498-745816,Hotel Worthy,166.79999999999998,25.019999999999996,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-40681.18199907348
