,id,opening_hours,city,creation_date,data_id,street,email,phone_number,name,_rid,_self,_etag,_attachments,_ts
222,222,13:00-23:00,New York,6/5/17 15:21,113,Thelonius Monk Cir,aviation_terrace@mail.com,0499-758005,Aviation Terrace,LFZbAOhfMFrfAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrfAAAAAAAAAA==/,"""10006be7-0000-0200-0000-622fb5540000""",attachments/,1647293780
223,223,13:00-23:00,New York,10/1/18 4:35,383,E 102nd St,"annual_dinner_of_the_new_york_university_alumni_association,_waldorf_astoria@hotmail.com",0496-819370,"Annual Dinner Of The New York University Alumni Association, Waldorf Astoria",LFZbAOhfMFrgAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrgAAAAAAAAAA==/,"""10006ce7-0000-0200-0000-622fb5540000""",attachments/,1647293780
224,224,13:00-23:00,New York,11/25/18 17:13,395,Canal St,thomas_cook_&_son_special@mail.com,0495-433632,Thomas Cook & Son Special,LFZbAOhfMFrhAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrhAAAAAAAAAA==/,"""10006de7-0000-0200-0000-622fb5540000""",attachments/,1647293780
225,225,13:00-23:00,New York,4/6/17 4:37,4,York Ave,grand_hotel_royal@aol.com,0497-902845,Grand Hotel Royal,LFZbAOhfMFriAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFriAAAAAAAAAA==/,"""10006ee7-0000-0200-0000-622fb5540000""",attachments/,1647293780
226,226,13:00-23:00,New York,12/19/18 22:39,401,Pomander Walk,le_provenÃ£Â§al@mail.com,0494-967480,Le ProvenÃƒÂ§al,LFZbAOhfMFrjAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrjAAAAAAAAAA==/,"""10006fe7-0000-0200-0000-622fb5540000""",attachments/,1647293780
227,227,13:00-23:00,New York,3/5/18 10:58,329,Washington Square S,ss_american_merchant@aol.com,0497-524026,S.S. American Merchant,LFZbAOhfMFrkAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrkAAAAAAAAAA==/,"""100070e7-0000-0200-0000-622fb5540000""",attachments/,1647293780
228,228,13:00-23:00,New York,5/25/17 18:15,93,Little West 12th St,[restaurant_and/or_location_not_given]@mail.com,0496-889479,[Restaurant And/Or Location Not Given],LFZbAOhfMFrlAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrlAAAAAAAAAA==/,"""100071e7-0000-0200-0000-622fb5550000""",attachments/,1647293781
229,229,13:00-23:00,New York,9/29/17 6:56,260,Mangin St,friends_of_mr_arthur_j_okeeffe@aol.com,0494-112750,Friends Of Mr. Arthur J. Okeeffe,LFZbAOhfMFrmAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrmAAAAAAAAAA==/,"""100074e7-0000-0200-0000-622fb5550000""",attachments/,1647293781
230,230,08:00-12:00,San Francisco,9/22/17 22:30,253,Belvedere St,the_brown_palace_hotel@yahoo.com,0499-345063,The Brown Palace Hotel,LFZbAOhfMFrnAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrnAAAAAAAAAA==/,"""100075e7-0000-0200-0000-622fb5550000""",attachments/,1647293781
231,231,08:00-12:00,San Francisco,8/17/18 16:39,372,Clearview Ct,the_thirteen_club@hotmail.com,0498-363167,The Thirteen Club,LFZbAOhfMFroAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFroAAAAAAAAAA==/,"""100076e7-0000-0200-0000-622fb5550000""",attachments/,1647293781
232,232,08:00-12:00,San Francisco,6/20/17 18:14,142,Beaver St,princess_hotel@aol.com,0495-221082,Princess Hotel,LFZbAOhfMFrpAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrpAAAAAAAAAA==/,"""100078e7-0000-0200-0000-622fb5550000""",attachments/,1647293781
233,233,08:00-12:00,San Francisco,7/16/17 13:28,175,Heritage,harry_voilers_trocadero_restaurant@inbox.com,0498-227782,Harry Voilers Trocadero Restaurant,LFZbAOhfMFrqAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrqAAAAAAAAAA==/,"""10007ae7-0000-0200-0000-622fb5550000""",attachments/,1647293781
234,234,08:00-12:00,San Francisco,6/10/17 12:17,119,Edgardo Pl,pullman_dining_car_serfvice_the_president@hotmail.com,0495-974544,Pullman Dining Car Serfvice The President,LFZbAOhfMFrrAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrrAAAAAAAAAA==/,"""10007ce7-0000-0200-0000-622fb5550000""",attachments/,1647293781
235,235,08:00-12:00,New York,5/24/18 17:52,351,Coenties Alley,king_frederik_viii@outlook.com,0499-382549,King Frederik Viii,LFZbAOhfMFrsAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrsAAAAAAAAAA==/,"""10007ee7-0000-0200-0000-622fb5550000""",attachments/,1647293781
236,236,08:00-12:00,San Francisco,2/2/18 9:37,318,Ecker St,stauchs_resturant@aol.com,0494-551799,Stauchs Resturant,LFZbAOhfMFrtAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrtAAAAAAAAAA==/,"""10007fe7-0000-0200-0000-622fb5550000""",attachments/,1647293781
237,237,08:00-12:00,New York,6/21/17 19:19,143,W 157th St,stockeld_park@hotmail.com,0499-188589,Stockeld Park,LFZbAOhfMFruAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFruAAAAAAAAAA==/,"""100080e7-0000-0200-0000-622fb5550000""",attachments/,1647293781
238,238,08:00-12:00,San Francisco,5/2/17 15:06,51,Morris St,northern_steamship_company/great_orthern_ry_line@hotmail.com,0498-169919,Northern Steamship Company/Great Orthern Ry. Line,LFZbAOhfMFrvAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrvAAAAAAAAAA==/,"""100081e7-0000-0200-0000-622fb5560000""",attachments/,1647293782
239,239,08:00-12:00,New York,4/30/17 1:25,44,Minetta Ln,blue_horizon@yahoo.com,0499-771130,Blue Horizon,LFZbAOhfMFrwAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrwAAAAAAAAAA==/,"""100082e7-0000-0200-0000-622fb5560000""",attachments/,1647293782
240,240,08:00-12:00,San Francisco,5/17/17 2:30,79,Santa Cruz Ave,gardner_&_smith@hotmail.com,0497-126104,Gardner & Smith,LFZbAOhfMFrxAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrxAAAAAAAAAA==/,"""100083e7-0000-0200-0000-622fb5560000""",attachments/,1647293782
241,241,08:00-12:00,New York,3/3/18 11:37,327,Oliver St,victorian@mail.com,0497-916301,Victorian,LFZbAOhfMFryAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFryAAAAAAAAAA==/,"""100084e7-0000-0200-0000-622fb5560000""",attachments/,1647293782
242,242,08:00-12:00,San Francisco,12/21/18 12:16,402,Faxon Ave,board_of_managers_of_the_private_charitable_institutions@outlook.com,0495-914776,Board Of Managers Of The Private Charitable Institutions,LFZbAOhfMFrzAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrzAAAAAAAAAA==/,"""100085e7-0000-0200-0000-622fb5560000""",attachments/,1647293782
243,243,08:00-12:00,San Francisco,7/26/17 16:12,185,Hubbell St,bevan_house@hotmail.com,0498-318834,Bevan House,LFZbAOhfMFr0AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFr0AAAAAAAAAA==/,"""100087e7-0000-0200-0000-622fb5560000""",attachments/,1647293782
244,244,08:00-12:00,San Francisco,9/18/17 7:05,248,Castle Manor Ave,casa_del_rey@yahoo.com,0498-368447,Casa Del Rey,LFZbAOhfMFr1AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFr1AAAAAAAAAA==/,"""100088e7-0000-0200-0000-622fb5560000""",attachments/,1647293782
245,245,08:00-12:00,San Francisco,7/26/18 8:40,366,Belle Ave,hotel_westminster@hotmail.com,0499-910156,Hotel Westminster,LFZbAOhfMFr2AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFr2AAAAAAAAAA==/,"""10008ae7-0000-0200-0000-622fb5560000""",attachments/,1647293782
246,246,08:00-12:00,New York,4/26/17 1:26,35,W 106th St,the_colony@yahoo.com,0499-485401,The Colony,LFZbAOhfMFr3AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFr3AAAAAAAAAA==/,"""10008be7-0000-0200-0000-622fb5560000""",attachments/,1647293782
247,247,08:00-12:00,San Francisco,10/8/17 9:06,266,Cornwall St,college_of_pharmacy_of_the_city_of_ny@yahoo.com,0497-902578,College Of Pharmacy Of The City Of Ny,LFZbAOhfMFr4AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFr4AAAAAAAAAA==/,"""10008ce7-0000-0200-0000-622fb5570000""",attachments/,1647293783
248,248,08:00-12:00,New York,5/12/17 2:35,67,Rose St,manhanset_house@aol.com,0496-352756,Manhanset House,LFZbAOhfMFr5AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFr5AAAAAAAAAA==/,"""10008de7-0000-0200-0000-622fb5570000""",attachments/,1647293783
249,249,08:00-12:00,New York,8/23/17 3:29,215,W 34th St,"usms_philadelphia,_third_class_menu@aol.com",0496-732595,"U.S.M.S. Philadelphia, Third Class Menu.",LFZbAOhfMFr6AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFr6AAAAAAAAAA==/,"""10008ee7-0000-0200-0000-622fb5570000""",attachments/,1647293783
250,250,08:00-12:00,San Francisco,7/27/18 17:38,367,Cargo Way,restaurant_name_and/or_location_not_given]@yahoo.com,0496-324507,Restaurant name and/or location not given],LFZbAOhfMFr7AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFr7AAAAAAAAAA==/,"""100090e7-0000-0200-0000-622fb5570000""",attachments/,1647293783
251,251,08:00-12:00,San Francisco,7/5/18 17:25,360,7th Ave,the_lawrence@inbox.com,0495-175387,The Lawrence,LFZbAOhfMFr8AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFr8AAAAAAAAAA==/,"""100091e7-0000-0200-0000-622fb5570000""",attachments/,1647293783
252,252,08:00-12:00,San Francisco,1/7/19 8:06,408,Hill Point Ave,zodiac_room_at_neiman_marcus@gmail.com,0497-866667,Zodiac Room At Neiman Marcus,LFZbAOhfMFr9AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFr9AAAAAAAAAA==/,"""100092e7-0000-0200-0000-622fb5570000""",attachments/,1647293783
253,253,08:00-12:00,San Francisco,6/12/17 12:25,125,Bernice St,alberg_inn@outlook.com,0494-075817,Alberg Inn,LFZbAOhfMFr+AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFr+AAAAAAAAAA==/,"""100093e7-0000-0200-0000-622fb5570000""",attachments/,1647293783
254,254,08:00-12:00,San Francisco,6/12/17 13:17,126,Curtis St,jack_trayers@mail.com,0494-232218,Jack Trayers,LFZbAOhfMFr-AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFr-AAAAAAAAAA==/,"""100094e7-0000-0200-0000-622fb5570000""",attachments/,1647293783
255,255,08:00-12:00,San Francisco,4/13/18 0:55,345,Ingerson Ave,all_souls_church@aol.com,0495-822731,All Souls Church,LFZbAOhfMFoAAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoAAQAAAAAAAA==/,"""100095e7-0000-0200-0000-622fb5570000""",attachments/,1647293783
256,256,08:00-12:00,San Francisco,11/5/18 4:59,390,Denslowe Dr,papyrus_club@aol.com,0494-352572,Papyrus Club,LFZbAOhfMFoBAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoBAQAAAAAAAA==/,"""100097e7-0000-0200-0000-622fb5580000""",attachments/,1647293784
257,257,08:00-12:00,New York,7/1/17 12:47,156,Fort Washington Ave,volks_restaurant@outlook.com,0496-818382,Volks Restaurant,LFZbAOhfMFoCAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoCAQAAAAAAAA==/,"""100098e7-0000-0200-0000-622fb5580000""",attachments/,1647293784
258,258,08:00-12:00,San Francisco,8/8/17 7:08,195,H St,president_of_jamestown_exposition_company_(h_st_george_tucker)__and_mrs_tucker@hotmail.com,0499-859220,President Of Jamestown Exposition Company (H. St. George Tucker)  And Mrs. Tucker,LFZbAOhfMFoDAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoDAQAAAAAAAA==/,"""10009ce7-0000-0200-0000-622fb5580000""",attachments/,1647293784
259,259,08:00-12:00,New York,4/26/17 19:47,37,W 79th St,st_johns_lodge_no_1@gmail.com,0496-925897,St. Johns Lodge No. 1,LFZbAOhfMFoEAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoEAQAAAAAAAA==/,"""10009de7-0000-0200-0000-622fb5580000""",attachments/,1647293784
260,260,08:00-12:00,New York,10/20/18 20:54,386,W 27th St,deutschen_haus@hotmail.com,0494-247589,Deutschen Haus,LFZbAOhfMFoFAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoFAQAAAAAAAA==/,"""10009ee7-0000-0200-0000-622fb5580000""",attachments/,1647293784
261,261,08:00-12:00,New York,3/15/19 1:49,420,W 4th St,aidas_east@hotmail.com,0498-997767,Aidas East,LFZbAOhfMFoGAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoGAQAAAAAAAA==/,"""1000a0e7-0000-0200-0000-622fb5580000""",attachments/,1647293784
262,262,08:00-12:00,San Francisco,6/20/18 15:39,358,Clipper St,manhattan_casino@gmail.com,0499-743514,Manhattan Casino,LFZbAOhfMFoHAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoHAQAAAAAAAA==/,"""1000a1e7-0000-0200-0000-622fb5580000""",attachments/,1647293784
263,263,08:00-12:00,San Francisco,11/30/17 5:43,290,Rockridge Dr,the_patriarchs@hotmail.com,0497-353483,The Patriarchs,LFZbAOhfMFoIAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoIAQAAAAAAAA==/,"""1000a2e7-0000-0200-0000-622fb5580000""",attachments/,1647293784
264,264,08:00-12:00,San Francisco,9/25/18 23:03,380,Buckingham Way,mayor_and_citizens_of_chicago@mail.com,0497-436195,Mayor And Citizens Of Chicago,LFZbAOhfMFoJAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoJAQAAAAAAAA==/,"""1000a3e7-0000-0200-0000-622fb5580000""",attachments/,1647293784
265,265,08:00-12:00,San Francisco,1/6/19 12:11,406,Hooper St,norddeutsch_lloyd_bremen@outlook.com,0496-602046,Norddeutsch Lloyd Bremen,LFZbAOhfMFoKAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoKAQAAAAAAAA==/,"""1000a4e7-0000-0200-0000-622fb5580000""",attachments/,1647293784
266,266,08:00-12:00,San Francisco,6/8/17 6:24,115,J St,quill_and_dagger@gmail.com,0497-508830,Quill And Dagger,LFZbAOhfMFoLAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoLAQAAAAAAAA==/,"""1000a8e7-0000-0200-0000-622fb5590000""",attachments/,1647293785
267,267,08:00-12:00,San Francisco,11/1/17 5:36,276,Crespi Dr,mr_jpsmith@gmail.com,0497-644507,Mr. J.P.Smith,LFZbAOhfMFoMAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoMAQAAAAAAAA==/,"""1000aae7-0000-0200-0000-622fb5590000""",attachments/,1647293785
268,268,08:00-12:00,New York,8/19/17 11:12,213,Wall St,oregon_railroad_&_navigation_co@gmail.com,0498-625563,Oregon Railroad & Navigation Co.,LFZbAOhfMFoNAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoNAQAAAAAAAA==/,"""1000abe7-0000-0200-0000-622fb5590000""",attachments/,1647293785
269,269,08:00-12:00,San Francisco,6/14/17 2:13,127,16th Ave,riggs_house@yahoo.com,0495-706008,Riggs House,LFZbAOhfMFoOAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoOAQAAAAAAAA==/,"""1000ade7-0000-0200-0000-622fb5590000""",attachments/,1647293785
270,270,08:00-12:00,San Francisco,9/11/17 21:56,241,Avery St,the_commodore_hotel@hotmail.com,0495-929663,The Commodore Hotel,LFZbAOhfMFoPAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoPAQAAAAAAAA==/,"""1000afe7-0000-0200-0000-622fb5590000""",attachments/,1647293785
271,271,08:00-12:00,New York,5/3/17 16:40,52,E 8th St,the_berkeley@mail.com,0497-915938,The Berkeley,LFZbAOhfMFoQAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoQAQAAAAAAAA==/,"""1000b0e7-0000-0200-0000-622fb5590000""",attachments/,1647293785
272,272,08:00-12:00,San Francisco,5/10/17 5:24,63,Stow Lake Dr,the_hannaberry_&_moran_dining_room@aol.com,0499-250058,The Hannaberry & Moran Dining Room,LFZbAOhfMFoRAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoRAQAAAAAAAA==/,"""1000b2e7-0000-0200-0000-622fb5590000""",attachments/,1647293785
273,273,08:00-12:00,San Francisco,11/29/17 16:25,289,Alana Way,nippon_yusen_kaisha__ssnasuga@outlook.com,0498-943233,Nippon Yusen Kaisha  S.S.Nasuga,LFZbAOhfMFoSAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoSAQAAAAAAAA==/,"""1000b3e7-0000-0200-0000-622fb5590000""",attachments/,1647293785
274,274,08:00-12:00,San Francisco,4/14/17 10:41,18,Higuera Ave,the_pennsylvania_bar_association_on_behalf_of_the_bar_of_the_commonwealth@outlook.com,0495-673340,The Pennsylvania Bar Association On Behalf Of The Bar Of The Commonwealth,LFZbAOhfMFoTAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoTAQAAAAAAAA==/,"""1000b5e7-0000-0200-0000-622fb5590000""",attachments/,1647293785
275,275,08:00-12:00,New York,3/8/18 8:04,333,W 157th St,italian_american_citizens_of_the_sixth_assembly_district@inbox.com,0495-281724,Italian American Citizens Of The Sixth Assembly District,LFZbAOhfMFoUAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoUAQAAAAAAAA==/,"""1000b6e7-0000-0200-0000-622fb55a0000""",attachments/,1647293786
276,276,08:00-12:00,San Francisco,3/3/19 20:00,419,Marengo St,german_gov@hotmail.com,0499-557897,German Gov.,LFZbAOhfMFoVAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoVAQAAAAAAAA==/,"""1000b9e7-0000-0200-0000-622fb55a0000""",attachments/,1647293786
277,277,08:00-12:00,San Francisco,5/27/17 3:06,95,Iron Alley,huguenin@gmail.com,0495-693633,Huguenin,LFZbAOhfMFoWAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoWAQAAAAAAAA==/,"""1000bbe7-0000-0200-0000-622fb55a0000""",attachments/,1647293786
278,278,08:00-12:00,San Francisco,7/13/17 20:29,170,Lunado Ct,grill_car@outlook.com,0494-323846,Grill Car,LFZbAOhfMFoXAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoXAQAAAAAAAA==/,"""1000bce7-0000-0200-0000-622fb55a0000""",attachments/,1647293786
279,279,08:00-12:00,San Francisco,4/23/17 9:48,31,Cesar Chavez,cathay_house@outlook.com,0494-615406,Cathay House,LFZbAOhfMFoYAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoYAQAAAAAAAA==/,"""1000bde7-0000-0200-0000-622fb55a0000""",attachments/,1647293786
280,280,08:00-12:00,San Francisco,1/19/19 14:15,409,Peralta Ave,albany_society_of_nyc@yahoo.com,0497-145201,Albany Society Of Nyc,LFZbAOhfMFoZAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoZAQAAAAAAAA==/,"""1000bee7-0000-0200-0000-622fb55a0000""",attachments/,1647293786
281,281,08:00-12:00,San Francisco,4/9/17 23:25,10,Pixley St,san_remo_hotel@aol.com,0499-049339,San Remo Hotel,LFZbAOhfMFoaAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoaAQAAAAAAAA==/,"""1000bfe7-0000-0200-0000-622fb55a0000""",attachments/,1647293786
282,282,08:00-12:00,San Francisco,12/22/17 11:44,305,Emery Ln,union_pacific@aol.com,0498-294684,Union Pacific,LFZbAOhfMFobAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFobAQAAAAAAAA==/,"""1000c0e7-0000-0200-0000-622fb55a0000""",attachments/,1647293786
283,283,08:00-12:00,San Francisco,6/14/17 22:13,131,Margaret Ave,carlton_terrace@mail.com,0498-628910,Carlton Terrace,LFZbAOhfMFocAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFocAQAAAAAAAA==/,"""1000c1e7-0000-0200-0000-622fb55a0000""",attachments/,1647293786
284,284,08:00-12:00,San Francisco,10/14/17 20:37,267,E Rd - City College Of San Francisco,st_georges_society_of_new_york@outlook.com,0496-724561,St. Georges Society Of New York,LFZbAOhfMFodAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFodAQAAAAAAAA==/,"""1000c2e7-0000-0200-0000-622fb55a0000""",attachments/,1647293786
285,285,08:00-12:00,New York,8/15/17 14:11,205,E 56th St,le_pistou@inbox.com,0496-903236,Le Pistou,LFZbAOhfMFoeAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoeAQAAAAAAAA==/,"""1000c3e7-0000-0200-0000-622fb55b0000""",attachments/,1647293787
286,286,08:00-12:00,San Francisco,5/12/17 12:59,68,Minna St,cigar_manufacturers@yahoo.com,0496-049406,Cigar Manufacturers,LFZbAOhfMFofAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFofAQAAAAAAAA==/,"""1000c5e7-0000-0200-0000-622fb55b0000""",attachments/,1647293787
287,287,08:00-12:00,San Francisco,11/11/18 7:54,391,Sternberg Rd - Golden Gate National Recreation Area,association_of_life_insurance_medical_directors@aol.com,0499-190429,Association Of Life Insurance Medical Directors,LFZbAOhfMFogAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFogAQAAAAAAAA==/,"""1000c6e7-0000-0200-0000-622fb55b0000""",attachments/,1647293787
288,288,08:00-12:00,San Francisco,5/25/17 10:45,92,Addison St,patent_law_associaton_of_washington@outlook.com,0495-881993,Patent Law Associaton Of Washington,LFZbAOhfMFohAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFohAQAAAAAAAA==/,"""1000c7e7-0000-0200-0000-622fb55b0000""",attachments/,1647293787
289,289,08:00-12:00,New York,4/8/17 10:03,8,Rector Pl,cafe_zur_frauenkirche_@yahoo.com,0494-847491,Cafe Zur Frauenkirche,LFZbAOhfMFoiAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoiAQAAAAAAAA==/,"""1000c8e7-0000-0200-0000-622fb55b0000""",attachments/,1647293787
290,290,08:00-12:00,San Francisco,4/26/18 17:31,346,Jefferson St,mandels_tea_rooms@aol.com,0496-621540,Mandels Tea Rooms,LFZbAOhfMFojAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFojAQAAAAAAAA==/,"""1000c9e7-0000-0200-0000-622fb55b0000""",attachments/,1647293787
291,291,08:00-12:00,San Francisco,6/1/17 11:18,108,Ophir Alley,mouquin_restaurant_&_wine_co@hotmail.com,0494-803235,Mouquin Restaurant & Wine Co.,LFZbAOhfMFokAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFokAQAAAAAAAA==/,"""1000cae7-0000-0200-0000-622fb55b0000""",attachments/,1647293787
292,292,08:00-12:00,San Francisco,5/8/17 15:25,59,Cameo Way,harrys_bar@aol.com,0497-835799,Harrys Bar,LFZbAOhfMFolAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFolAQAAAAAAAA==/,"""1000cce7-0000-0200-0000-622fb55b0000""",attachments/,1647293787
293,293,08:00-12:00,San Francisco,5/8/17 21:27,60,Mcrae Ln - Golden Gate National Recreation Area,cercle_francais_de_lharmonie@inbox.com,0494-211372,Cercle Francais De Lharmonie,LFZbAOhfMFomAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFomAQAAAAAAAA==/,"""1000cde7-0000-0200-0000-622fb55b0000""",attachments/,1647293787
294,294,08:00-12:00,San Francisco,6/14/17 20:02,130,Mayfair Dr,connecticut_society_of_civil_engineers@yahoo.com,0494-759015,Connecticut Society Of Civil Engineers,LFZbAOhfMFonAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFonAQAAAAAAAA==/,"""1000cfe7-0000-0200-0000-622fb55c0000""",attachments/,1647293788
295,295,08:00-12:00,New York,3/29/18 19:33,339,F D R Drive Service Rd E,restaurant_le_bourgogne@yahoo.com,0499-815162,Restaurant Le Bourgogne,LFZbAOhfMFooAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFooAQAAAAAAAA==/,"""1000d1e7-0000-0200-0000-622fb55c0000""",attachments/,1647293788
